,Zipcode,Population,Household Income,Median Age,Per Capita Income,lat,lng,city,state_id,Age_sqd,Popn_sqd,Income_sqd,zscore_age,zscore_pop,zscore_inc,c_zscore
2905,11427,24037.0,74581.0,42.0,32689.0,40.73097,-73.74553,Queens Village,NY,144.0,183254337.71550605,288417106.87774587,0.19215928046425013,0.09977680881643947,0.28254019983813783,0.005417154493541196
2906,11428,18929.0,73699.0,40.8,26603.0,40.72099,-73.74228000000001,Queens Village,NY,116.63999999999994,71050512.18362707,259237288.00878036,0.2729433524178253,0.4394599193629313,0.3198012979136745,0.038359418515123436
2913,11436,20077.0,75242.0,36.9,28190.0,40.67577,-73.79672,Jamaica,NY,47.60999999999998,91721736.74717388,311305352.1820386,0.5354915862669439,0.36311766977260773,0.2546154993529567,0.04950908174343576
2946,11575,16546.0,80574.0,34.1,27492.0,40.68046,-73.5853,Roosevelt,NY,16.810000000000013,36555888.55041102,527889565.19034266,0.7239877541586187,0.5979299374585245,0.029359065182025357,0.01270936177025457
2956,11692,20991.0,44024.0,34.2,22072.0,40.59369,-73.79231,Arverne,NY,17.640000000000025,110064156.7080465,184257617.9560006,0.7172557481624874,0.3023364710569669,0.4265444102591711,0.09249725232805794
2957,11693,12919.0,59431.0,39.5,30940.0,40.5965,-73.81676,Far Rockaway,NY,90.25,5852270.208961335,3359329.7067395337,0.36045943036753136,0.8391262260161059,0.9225692654213354,0.2790504127035003
2968,11713,9710.0,73380.0,35.7,33850.0,40.77499,-72.94319,Bellport,NY,32.49000000000003,623868.4141689319,249066708.34755588,0.6162756582205187,0.9474745763050193,0.333277817512423,0.19460275672568625
2980,11726,20558.0,73720.0,38.0,27782.0,40.67884,-73.39565999999999,Copiague,NY,64.0,101166312.76378189,259913964.6008986,0.4614395203095001,0.3311310651968712,0.318914128911876,0.04872910936179447
3036,11798,15033.0,79771.0,32.6,25534.0,40.75225,-73.37595999999999,Wyandanch,NY,6.760000000000008,20549417.978419464,491635163.2155362,0.8249678441005874,0.6985447664046565,0.063282717965082,0.03646837295902916
3053,11946,15145.0,79516.0,42.6,43989.0,40.87786,-72.52649,Hampton Bays,NY,158.76000000000005,21577386.813887447,480392036.02552915,0.1517672444874626,0.691096742054381,0.07405548441549226,0.007767372297955019
3057,11950,15884.0,79149.0,34.3,27691.0,40.807829999999996,-72.84739,Mastic,NY,18.489999999999977,28989034.469341353,464439025.01089156,0.7105237421663565,0.6419530813860456,0.08955981887549447,0.04085028481781163
3058,11951,12391.0,66057.0,38.9,30005.0,40.7634,-72.83055999999999,Mastic Beach,NY,79.20999999999998,3576435.4131837133,71552099.86747141,0.400851466344319,0.8742383408102616,0.6426463222824399,0.2252087977847921
3060,11953,13401.0,72733.0,43.5,35462.0,40.88593,-72.95065,Middle Island,NY,182.25,8416651.51874318,229063606.77134195,0.0911791905222814,0.8070731212229562,0.3606110719964051,0.02653674633217924
3098,12028,929.0,67448.0,42.9,35967.0,42.93994,-73.44319,Buskirk,NY,166.40999999999997,91601235.0548445,97019494.42158824,0.13157122649906905,0.36353616719994,0.5838819374490255,0.027927598208837764
3103,12035,856.0,37692.0,43.5,20441.0,42.731770000000004,-74.35151,Central Bridge,NY,182.25,93003908.65315555,396254910.0849239,0.0911791905222814,0.3586816513287784,0.1590418331454545,0.005201352240961789
3104,12036,224.0,42222.0,36.9,29828.0,42.54077,-74.67729,Charlotteville,NY,47.60999999999998,105593163.36730053,236426067.81328422,0.5354915862669439,0.3166535139236525,0.350416860676272,0.05941853746628293
3109,12043,8171.0,51408.0,33.4,24931.0,42.70454,-74.52275,Cobleskill,NY,11.55999999999999,5423558.219658023,38317988.822714195,0.7711117961315377,0.8451307417061448,0.738489929748698,0.48126671219898537
3112,12047,20935.0,56372.0,39.7,32609.0,42.784009999999995,-73.72652,Cohoes,NY,94.09000000000006,108892284.2903125,1503450.1215178566,0.3469954183752687,0.30606048323210466,0.9481997833166843,0.10070032029001728
3113,12051,6421.0,67906.0,37.4,20652.0,42.344120000000004,-73.84518,Coxsackie,NY,54.75999999999998,16637045.16547083,106251718.66873813,0.5018315562862877,0.7287553612330906,0.5645332039812299,0.2064568138403179
3114,12052,1597.0,75000.0,44.6,34381.0,42.75397,-73.47861,Cropseyville,NY,213.16000000000005,79260798.8949571,302824294.02524763,0.01712712456483756,0.40795831243194014,0.26483906594511075,0.0018504710302471787
3119,12058,1656.0,65875.0,36.4,27147.0,42.34963,-73.92449,Earlton,NY,40.95999999999998,78213743.19221255,68506203.40244679,0.5691516162476002,0.4118818252593174,0.6503351202980268,0.1524536442319221
3123,12062,1730.0,72115.0,40.3,32917.0,42.531000000000006,-73.50806999999999,East Nassau,NY,106.08999999999995,76910328.88707532,210738859.3461484,0.3066033823984816,0.41680284134789225,0.38671918833504637,0.04942006747757108
3124,12063,400.0,77981.0,34.1,35633.0,42.56505,-73.63758,East Schodack,NY,16.810000000000013,102007038.96589306,415460469.41117305,0.7239877541586187,0.32835755218837104,0.13890331383266774,0.03302104680332718
3129,12068,3083.0,62074.0,43.0,30945.0,42.955459999999995,-74.40904,Fonda,NY,169.0,55009714.55125549,20033210.229047768,0.12483922050293772,0.5067776355079164,0.8109127096235538,0.051302980473990484
3130,12069,213.0,40625.0,37.0,18211.0,42.94514,-74.27897,Fort Hunter,NY,49.0,105819353.14238848,288087908.11743623,0.5287595802708126,0.3159220115321075,0.2829497703966438,0.04726585093712145
3132,12071,398.0,52625.0,43.6,26771.0,42.55267,-74.42264,Fultonham,NY,184.96000000000004,102047442.37954542,24732246.470708564,0.08444718452615008,0.3282245517535447,0.7899034857100677,0.02189425988920167
3133,12072,2884.0,53542.0,35.3,24913.0,42.88465,-74.3623,Fultonville,NY,28.08999999999997,58001223.20966505,16452373.659871127,0.643203682205044,0.4935440922426948,0.8286431987886018,0.2630522675927724
3138,12078,23381.0,43135.0,44.0,23919.0,43.1238,-74.36368,Gloversville,NY,196.0,165923937.3934793,209182782.22299567,0.0575191605416252,0.1434009514394815,0.388987589183035,0.003208487245072663
